,Name,Score,Qty
0,FDA - Calorie Free,False,11
1,FDA - Calorie Free 2018,False,11
2,FDA - Cholesterol Free,False,353
3,FDA - Cholesterol Free 2018,False,353
4,FDA - Excellent Source of Calcium,False,2
5,FDA - Excellent Source of Calcium 2018,False,2
6,FDA - Excellent Source of Calcium 2018,False,2
7,FDA - Excellent Source of Iron,False,2
8,FDA - Excellent Source of Iron 2018,False,2
9,FDA - Excellent Source of Vitamin A,False,34
10,FDA - Excellent Source of Vitamin A 2018,False,34
11,FDA - Excellent Source of Vitamin C,False,180
12,FDA - Fat Free,False,294
13,FDA - Fat Free 2018,False,294
14,FDA - Good Source of Calcium,False,4
15,FDA - Good Source of Calcium 2018,False,4
16,FDA - Good Source of Fiber,False,14
17,FDA - Good Source of Fiber 2018,False,14
18,FDA - Good Source of Iron,False,2
19,FDA - Good Source of Iron 2018,False,2
20,FDA - Good Source of Protein,False,1
21,FDA - Good Source of Vitamin A,False,38
22,FDA - Good Source of Vitamin A 2018,False,48
23,FDA - Good Source of Vitamin C,False,11
24,FDA - Good Source of Vitamin C 2018,False,37
25,FDA - Healthy,False,249
26,FDA - Low Calorie,False,277
27,FDA - Low Calorie 2018,False,277
28,FDA - Low Cholesterol,False,356
29,FDA - Low Cholesterol 2018,False,356
30,FDA - Low Fat,False,335
31,FDA - Low Fat 2018,False,335
32,FDA - Low Saturated Fat,False,297
33,FDA - Low Saturated Fat 2018,False,297
34,FDA - Low Sodium,False,123
35,FDA - Low Sodium 2018,False,126
36,FDA - Saturated Fat Free,False,350
37,FDA - Saturated Fat Free 2018,False,350
38,FDA - Sodium Free,False,6
39,FDA - Sodium Free 2018,False,9
40,FDA - Sugar Free,False,89
41,FDA - Sugar Free 2018,False,89
42,FDA - Trans Fat Free,False,356
43,FDA - Trans Fat Free 2018,False,356
44,FDA- Excellent Source of Vitamin C,False,180
45,FDA- Healthy 2018,False,249
46,New FDA - Excellent Source of Calcium,False,2
47,NLEA 2018 FDA - Good Source of Fiber,False,13
48,NLEA 2018 FDA - Good Source of Fiber 2018,False,13
